Comment ID	Comment	Grammatically corrected comment	Politics	Hate Speech	Data																			
898	Sa e mir qeka ber albina sot🔥 ❤️‍🔥	Sa e mire qenka bere Albina sot🔥 ❤️‍🔥	Dating show	F																				
899	Kjo plere te shkoj ne burg sic shkojn meshkujt qe dhunojn femrat,  po funksiono ligji i barabarte	Kjo plehre, te shkoj ne burg sic shkojne meshkujt qe dhunojne femrat. Po funksionon ligji i barabarte!	Dating show	T																				
900	Erison larg kësaj ndyresire femër.Turp kjo baxhellë të flasi në këtë mënyrë në emision..Hiqeni nga përputhen Turp turp merrni masa për këtë plerë ...femër e pa cipë	Erison, larg kësaj ndyresire femër. Turp, kjo baxhellë të flasi në këtë mënyrë në emision..Hiqeni nga Përputhen.. Turp, turp! Merrni masa për këtë plehrë ...femër e pa cipë	Dating show	T																				
901	Femer e ulet	Femer e ulet	Dating show	T																				
902	E vetmja rrugëdalje për enisën... shoku i kushëririt t'Albes që e thirri m12 natës	E vetmja rrugëdalje për enisën... shoku i kushëririt te Albes, që e thirri ne 12 natës	Dating show	F																				
903	Heriso shum djal i kulturuar dhe shum i matur	Herison, shume djale i kulturuar dhe shume i matur!	Dating show	F																				
904	"Enisa You’re a Bitch from Hell
They should press assault charges against her
They want to hit and need to be slapped back"	"Enisa You’re a Bitch from Hell
They should press assault charges against her
They want to hit and need to be slapped back"	Dating show	T																				
905	Enisaa Lopaa😂😂😂	Enisa lopa 😂😂😂	Dating show	T																				
906	Bravo kastro	Bravo Kastro	Dating show	F																				
907	Erisoni mashkull idiot !!!!! Meshkujt si ky sa me larg !!! kto te bejn te dalish nga vetja !! edhe pastaj viktim !! Get out a here !!!!	Erisoni mashkull idiot !!!!! Meshkujt si ky sa me larg !!! Keto te bejne te dalesh nga vetja !! edhe pastaj viktim !! Get out a here !!!!	Dating show	T																				
908	Ca flet moj Megi qiqra ne hell ,degjo Kastron sa bukur komenton bashke me Neden!	Ca flet moj Megi, qiqra ne hell, degjo Kastron sa bukur komenton bashke me Neden!	Dating show	F																				
909	Po ik moj lop vajze ndyresire ta paska bere mire ai qe te paska lene burri moj bullice e ndyre legene femer	Po ik moj lope, vajze ndyresire! Ta paska bere mire ai qe te paska lene, moj bullice e ndyre, legene femer!	Dating show	T																				
910	Me vjen keq per ty Enisa se kisha krijuar tjeter ide me zgenjeve  Erisoni shum djal i mir shum i permbajtur bravoo	Me vjen keq per ty Enisa, se kisha krijuar tjeter ide, me zhgenjeve. Erisoni shume djale i mire, shume i permbajtur, bravoo	Dating show	F																				
911	Esht nje idjote ajo enisa na i shpifi	Eshte nje idjote ajo Enisa, na i shpifi!	Dating show	T																				
912	"AURELI ME CIGARE ELEKTRONIKE ME KUJTON NJE SHPREHJE 
Pi miu uthull 😂
PALACOT E OLSES JENI TE GJITHE NA E SHPIFET"	"AURELI ME CIGARE ELEKTRONIKE ME KUJTON NJE SHPREHJE:
Pi miu uthull 😂
PALACOT E OLSES JENI TE GJITHE, NA E SHPIFET!"	Dating show	T																				
913	Enisa nivel shume i ulet . Ju lutem se e degjeneruat fare figuren femerore.	Enisa nivel shume i ulet. Ju lutem, se e degjeneruat fare figuren femerore.	Dating show	T																				
914	Produksioni duhet me patjetër ta përzërë nga studio nuk ja vlen ,djali është shumë i edukuar .	Produksioni duhet me patjetër ta përzërë nga studio, nuk ja vlen. Djali është shumë i edukuar.	Dating show	F																				
915	Ca shembulli tregoni ju top leshi	Ca shembulli tregoni ju, top leshi	Dating show	T																				
916	"Ma mir te haje qeni o quno 
Se me te gjujt  ajo e pa ftyr"	"Ma mir te haj qeni o cuno, se me te gjuajt ajo e pafytyra 
"	Dating show	T																				
917	Enisa  femer e digjeneruar 16:00	Enisa, femer e degjeneruar 16:00	Dating show	T																				
918	Fol Enisa me goj jo me qellua me dore shtrige,,,,,,rrugaqe e pa fytyre,,,,perjashtoni nga programi Enisa	Fol Enisa me goj, jo duke qelluar me dore, shtrige. Rrugace e pafytyre. Perjashtoni nga programi Enisen.	Dating show	T																				
919	Ket duhet tperjashtoet mej her  ket pise ci prek medor	Kjo duhet te perjashtohet menjehere. Keto pise, ci prek me dore	Dating show	T																				
920	Largojeni ate vajzen se eshte turpe te jete aty	Largojeni ate vajzen, se eshte turp te jete aty	Dating show	T																				
921	Po ik o Herison nga kjo buce femer funderin ik o me ket plere largohu se nuk eshte kjo per ty eshte funderin	Po ik o Herison nga kjo buce femer, funderine. ik o, me kete plehre, largohu se nuk eshte kjo per ty, eshte funderine	Dating show	T																				
922	Herisoni nuk e ka dashur kurr thjesht doli me Enisen per tu ulur te rradha e par	Herisoni nuk e ka dashur kurre, thjesht doli me Enisen per t'u ulur te rradha e pare	Dating show	F																				
923	Ore pse nuk beni 1 sondazh ju te perputhen per largimin e enises dhe do e shifni sa te drejt do I japi publiku 😉😉 e keshilloj enisen qe te punoj me shum per mos ta shfaqur falsifitetin e saj 👍	Ore, pse nuk beni 1 sondazh ju te Perputhen per largimin e Enises, dhe do e shifni sa te drejte do i japi publiku 😉😉 e keshilloj Enisen qe te punoj me shume, per mos ta shfaqur falsifitetin e saj 👍	Dating show	F																				
924	ik moj enisa shko rrit gocen tate jepi edukaten e nje nene patriarkale dhe jo edukaten tende te ndyre qe sapo e tregove ☹️	Ik moj Enisa, shko rrit gocen tate, jepi edukaten e nje nene patriarkale dhe jo edukaten tende te ndyre qe sapo e tregove ☹️	Dating show	T																				
925	Enisa ka një gjuhë e një të folur vulgar innjorancë egjallë përjashtim direkt	Enisa ka një gjuhë e një të folur vulgare, injorancë e gjallë, përjashtim direkt!	Dating show	T																				
926	Perjashtim Enisa femer kurrrrr	Perjashtim Enisa, femer kurve!	Dating show	T																				
927	Popull I marre fund, nga cdo ane, ikni me vrap na ai vend, aty ka shkuar kalbja shume thelle. Nuk ka kure	Popull I marre fund, nga cdo ane, ikni me vrap na ai vend, aty ka shkuar kalbja shume thelle. Nuk ka kure	Actuality	F																				
928	Ku dreqin po shkon kjo bote bluzat e bardha mjeket qe kane rol te shpetojne jete shkojne bejne te till gjerash,ndergjegjsohuni o njerz ska lidhje besimi ketu kjo eshte abuzim dhe te till personash njollosin besimet,mos e flliqni kulturet dhe zakonet shqiptare.	Ku dreqin po shkon kjo bote? Bluzat e bardha, mjeket qe kane rol te shpetojne jete shkojne bejne te tilla gjerash, ndergjegjesohuni o njerez, ska lidhje besimi ketu. Kjo eshte abuzim dhe te tille personash njollosin besimet, mos e felliqni kulturet dhe zakonet shqiptare.	Actuality	F																				
929	Grigare na e shpife me ate te folur, je skandal	Grigare na e shpife me ate te folur, je skandal	Actuality	T																				
930	"""Mos shikoni kisha e xhamija , feja e shqiptarit eshte shqiptaria"".
 Pashko Vasa"	"""Mos shikoni kisha e xhamija , feja e shqiptarit eshte shqiptaria"".
 Pashko Vasa"	Actuality	F																				
931	Me kap e me kall Hoxh edhe at avokaten, Se edhe fen e kan flliq. Bre Zoti i kallt kta hoxhallar ekto avokate , Se ska asni fe se lejan kta qa po baj qeta	Ta kapesh ta kallesh hoxhen dhe ate avokaten. Edhe fene e kane felliqe. Zoti i kallte keta hoxhallare e keto avokate , se s'ka asnje fe qe lejon keto qe po bejne keta.	Actuality	T																				
932	Fare e flliqt , qa na i pruni zoti mshqipni kto robqira	Fare e felliqte , cfare na i solli Zoti  ne Shqiperi  keto robqira	Actuality	T																				
933	e po kur flet edhe d-dumja per skandalet seksuale? Sikur nuk ishte kjo qe flinte me te ndjerin santo dhe ai e paguante, dhe kushedi se mesa burra te tjere....	Epo kur flet edhe Dumja per skandalet seksuale? Sikur nuk ishte kjo qe flinte me te ndjerin Santo dhe ai e paguante, dhe kushedi se mesa burra te tjere....	Actuality	F																				
934	welcome to Albanistan ngrihu o Enver Hoxhe se te ka ardhur ora	welcome to Albanistan ngrihu o Enver Hoxhe se te ka ardhur ora	Actuality	F																				
935	zhaku eshte kundra fese se feja i prish planet per te pederastuar popullin , megjithate bjeri islamit dhe myslymanve se sinqerisht po na fusin kancerin e po na shkatrrojne vendin.	Zhaku eshte kundra fese se feja i prish planet per te pederastuar popullin , megjithate bjeri islamit dhe myslymaneve se sinqerisht po na fusin kancerin e po na shkaterrojne vendin.	Actuality	T																				
936	O shqiptare ngrihuni nga ghumi sepse feja i shkatrroj popullin ciladoqofte ajo .Aman se qe nga 90 e ktej shqiptaret jane kthyer ne arab ne sjwmi arab e as turq po SH Q I P T A RE urrwje kur shikoj femije te mbuluara e gra me veshje arabe ngrihuni nga ghumi shkollohuni edukoni vajzat qe te jene te vetedijshme dhe te afta te marrin vendimet per jeteTurp cpo bndodhe Shqiperi e Kosove .	O shqiptare ngrihuni nga gjumi sepse feja i shkaterroi popullin cilado qofte ajo . Aman se qe nga 90 e ketej shqiptaret jane kthyer ne arabe, ne s'jemi arabe e as turq po Shqiptare. E urrej kur shikoj femije te mbuluara e gra me veshje arabe ngrihuni nga gjumi, shkollohuni edukoni vajzat qe te jene te vetedijshme dhe te afta te marrin vendimet per jeten. Turp c'po ndodh ne  Shqiperi e Kosove .	Actuality	T																				
937	Kemi dështuar si shoqeri ca spo na degjojn vesht ne edhe si shtet po e po ne te na rroj flamuri qylafi edhe o sa mir me qen ashu	Kemi dështuar si shoqeri ca s'po na degjojne veshet. Ne edhe si shtet po e po ne te na rroje flamuri qylafi edhe o sa mir me qen ashtu	Actuality	F																				
938	Më në fund “ no more Berisha “ , mjaft me të se po ju ikën vendi për le.. Shikoni vajzat dhe djemte e rinj, ruajini nga preditorët seksualë, do shkaterroni brezin e ardhshem, prandaj filloni edukim në shkolla e familje sa nuk është vonë	Më në fund “ no more Berisha “ , mjaft me të se po ju ikën vendi për le.. Shikoni vajzat dhe djemte e rinj, ruajini nga preditorët seksualë, do shkaterroni brezin e ardhshem, prandaj filloni edukim në shkolla e familje sa nuk është vonë	Actuality	F																				
939	O TE SHKRETE U MYTE TU BE PROGRAME CDO DITE DHE MJERISHT LIGHI NUK PUNON SI SHQIPERI DHE KOSOVE PANDAJ JENI KU JENI CDO DITE VRASJE PERDHUNIME SI ME QENE KOLUMBI JO EVROPE, JU KA MARE LUMI TERE JUVE	O te shkrete, u mbytet duke bere programe cdo dite dhe mjerisht ligji nuk punon si ne Shqiperi ashtu dhe ne Kosove. Prandaj jenu ku jeni, cdo dite vrasje perdhunime si te jete Kolumbi jo Europe. Ju ka marre  lumi tere juve.	Actuality	F																				
940	O grida bej emision dhe jo opinionisten	O Grida bej emision dhe jo opinionisten	Actuality	F																				
941	"DOKTOR
 PSIKOPAT ."	DOKTOR PSIKOPAT .	Actuality	T																				
942	Shkaterrus i shoqerise shqiptare jane politikanet se.nuk ka.drjtesi e.besushme	Shkaterrues i shoqerise shqiptare jane politikanet sepse nuk ka drejtesi te besueshme.	Actuality	F																				
943	Cfar lesh kan bere prindrit priten dy vjete te njoftonin policin …. Cfare prinderish ishin ata	Cfare leshi kane bere prinderit? Priten dy vite te njoftonin policine …. Cfare prinderish ishin ata?	Actuality	F																				
944	Ku je o Enver Hoxha .Kjo ashte absurde	Ku je o Enver Hoxha .Kjo ashte absurde	Actuality	F																				
945	Me ket qe i kedon jarit neper tik toka po i Ben moral familjeve shqipetare bravo zhaku Kur te marosh ketu mos Harro tiktokun e kenoj arit	Me kete qe i kendon Jarit neper tiktok-a po i ben moral familjeve shqiptare. Bravo Zhaku kur te mbarosh ketu mos harro tiktokun e kendoji arit.	Actuality	F																				
946	"Po ca lidhje ka ky prifti ne kete emision sgjenit do te nje teolog mysliman per kete ceshtje apo sju mjaftonte vec zonja ne studio .
 Apo ska lezet pa bere pak diversion."	"Po ca lidhje ka ky prifti ne kete emision'? S'gjenit dot nje teolog musliman per kete ceshtje apo s'ju mjaftonte vec zonja ne studio .
 Apo ska lezet pa bere pak diversion."	Actuality	F																				
947	Ehhh nuk ngrehet mo Lala .jooooo.o i mjeriiii populli shqiptareeee😂😂😂	Ehhh nuk ngrehet mo Lala .jooooo.o i mjeriiii populli shqiptareeee😂😂😂	Actuality	F																				
948	E ka bashkeshorte po ju ca boni me ju ne cift	E ka bashkeshorte, po ju ca boni ne cift	Actuality	F																				
949	Shkoni femijet e jui ju nuk jeni ne rregull per imoriletine ju ke martesa	Shikoni femijet tuaj, ju nuk jeni ne rregull per imoralitetin e jo me te martesa	Actuality	F																				
950	Ne kohen e Enver it i ben nefsheri dhe sot i kerkojn prinderit neper telivizore	Ne kohen e Enverit i ben nefsheri dhe sot i kerkojne prinderit neper televizore	Actuality	F																				
951	O muslimane shko ruaj studedet neper hotele se nuk kan lek me mbajt veten jo te paguaj tarifen e shkolles .Ai e ka mar per gru	O muslimane shkoni ruani studentet neper hotele se nuk kane leke te mbajne veten jo te paguajne tarifen e shkolles. Ai e ka marre per grua.	Actuality	F																				
952	O thathesheme e botes jeni ju mblidhi per ekonomi e vendit se kan mor fund rinia tu bo pislliqe	O thashethemexhinjte e botes jeni ju, mblidhuni per ekonomine e vendit se ka marre fund rinia duke bere pislliqe.	Actuality	F																				
953	Shkoni pergjoni ne krevat se ca bo	Shkoni pergjoni ne krevat se cfare ka bere	Actuality	F																				
954	Po ju ate boni ne jeten e ju talli rrugeve e pastaj shkoni ni shtepi	Po ju ate beni ne jete, u tallin rrugeve e pastaj shkoni ne shtepi	Actuality	F																				
955	Cfare jane keto monstra , cojeni diku aty ne ndonje fshat te martohet me nja 10 LOPE.	Cfare jane keto monstra , cojeni diku aty ne ndonje fshat te martohet me nja 10 LOPE.	Actuality	T																				
956	Jep mendje edhe Zhakpiku qe del gerthet neper media duke thene: mbani vibratore ne qafe qe te beni s3ks edhe pa pasur nje burre.... beni femije pa pasur burre....beni s3ks rrugeve se eshte emancipim...shthuruni sa me shume etj etj edhe sot ben si e ndershme edhe si e dhimbsur.	Jep mendje edhe Zhakpiku qe del gerthet neper media duke thene: mbani vibratore ne qafe qe te beni s3ks edhe pa pasur nje burre.... beni femije pa pasur burre....beni s3ks rrugeve se eshte emancipim...shthuruni sa me shume etj etj edhe sot ben si e ndershme edhe si e dhimbsur.	Actuality	T																				
957	Kjo zonja me shami ishte shume e sakte, nje bravo per te❤😊	Kjo zonja me shami ishte shume e sakte, nje bravo per te❤😊	Actuality	F																				
958	Ajo muslimanja ka dal me tregu veten se esht e mencur e bukur ka dal prej feje aq sa ndodet ke ato pa fe .Nuk i din rregullat e Islamit ti moj moter qe paragjokon Doktorriñ	Ajo muslimania ka dale te tregoje  veten se eshte e mencur, e bukur. Ka dale prej feje aq sa ndodhet tek ato pa fe. Nuk i di rregullat e Islamit ti moj moter qe paragjykon doktoriñ	Actuality	F																				
959	Aj burri ka 4 gra kurse un nji gruan nuk mun ta gjej as kosov as shipni turp	Aj burri ka 4 gra kurse une nji gruan nuk mund ta gjej as Kosove as Shqipni turp	Actuality	F																				
960	Plera islamik beni dhe irgji hiqeni si fanatik😂	Plehra islamike, beni dhe origji hiqeni si fanatike😂	Actuality	T																				
961	Na e shpifet me fene edhe me keto brockulla. E marrte e mira bashke me fene qe e interpreton si te doni.	Na e shpifet me fene edhe me keto brockulla. E marrte e mira bashke me fene qe e interpretoni si te doni.	Actuality	F																				
962	Dhe Ju o njerez, NUK keni nevoje qe te thoni feja feja feja Islame.NUK ka te bej ky Person me Fe absolutisht NUK ka te bej me Fenè ,Ky qenka nje pedofil, ashtu quajeni dhe kaq , se kuptoj pse aq gjatë e vazhdoni tu e perly nje Fe !! TA keni Frik Allahun ,asnje te drejt se keni Ju qe te abozoni me Islamin Pra . Po Juve kush t' Ju gjykoj qe vazhdimisht abuzoni me Islamin ..... Gjithsesi do t' Ju vij denimi dhe Juve. Ju xhakline e pamend jeni derisa mendoni se Po jep ti edukatë Ose derisa ti mendon sepse se Meriton tiii Met quajt Ju apo zonje sepse tii mendon se Po jep ndonje gjykim Ose ndonje edukate Ose nje keshill asgjo Ski ti mir ne jeten tende qe te japish Diqka mir prej vetes . Apo ti harrove se ne serbi ti frymon me mir ecccc moj tiii moj tiiii !! Pse e thirrni o Vlla Ju ket zhaklinen. Ju qe qe jeni kogja nje njeri me vlera aq shum inteligjenc pse pranove te prezentoje me xhakun n' Studio. Mos bjer ne klassen e xhakut ,je humbse e vertet qenka dhe ateiste zonja 😂 Po q' rendsi ke ti o xhaku per at Zot	Dhe ju o njerez, nuk keni nevoje qe te thoni feja Islame . Nuk ka te beje ky Person me fe absolutisht, nuk ka te beje me fenè , Ky qenka nje pedofil, ashtu quajeni dhe kaq , se kuptoj pse aq gjatë e vazhdoni duke e e perlyer nje Fe !! Te keni Frike Allahun ,asnje te drejte nuk keni ju qe te abuzoni me Islamin. Po juve kush t'ju gjykoje qe vazhdimisht abuzoni me Islamin ..... Gjithsesi do t'ju vije denimi dhe juve. Ju Zhakline e pamend jeni derisa mendoni se po jepni edukatë. Ose derisa ti mendon sepse nuk e meriton ti t'ju drejtohem me ju apo zonje sepse ti mendon se po jep ndonje gjykim, ose ndonje edukate, ose nje keshille. Asgje s'ke ti te mire ne jeten tende qe te japesh dicka te mire prej vetes. Apo ti harrove se ne Serbi ti frymon me mire ecccc moj tiii moj tiiii !! Pse e thirrni o vella ju kete Zhaklinen. Ju qe jeni goxha njeri me vlera aq shum inteligjente pse pranove te prezentoje me Zhakun n' studio. Mos bjer ne klasen Zhakut ,je humbese e vertete qenka dhe ateiste zonja 😂 Po ç' rendesi ke ti o Zhaku per ate Zot	Actuality	T																				
963	Sa diskutime të shëmtuara,,, vetëm isteri fjalësh nga njerëz të shëmtuar (në moral) si Zhaklin🤮🤮. As reapekt në bisedë nuk kan, kush të flasi më shumë.	Sa diskutime të shëmtuara,,, vetëm histeri fjalësh nga njerëz të shëmtuar (në moral) si Zhaklina🤮🤮. As reapekt në bisedë nuk kane, kush të flasi më shumë.	Actuality	T																				
964	un jam myslimon pavarsisht se si besoj asnje feje por do isha dakort sikur kisha xhami ca jan kto kultet te myllen	Une jam musliman, pavaresisht se s"i besoj asnje feje, por do isha dakort sikur kisha xhami ca jane keto kultet te mbyllen	Actuality	F																				
965	Po lere I fen amon cna keni merzit mo shiptari ja shiptari ktu Ne kte mo end bohet fjal per fen po nese j mer dhe Ben video femra kjo e ka emrin psikopat shizofreni ky me gjith Ato grat me bashpuntoret te burgoset	Po lini fene aman, c'na keni merzitur? Shqiptari ja shqiptari ketu. Ne kete moment behet fjale per fene po nese e merr dhe ben video femrave kjo e ka emrin psikopat skizofren. Ky me gjithe ato gra bashkepunetore te burgosen.	Actuality	T																				
966	Sa e lodhshme je o Grida....🤮	Sa e lodhshme je o Grida....🤮	Actuality	F																				
967	Me 4 gra dhe dashnore o pika ju rentë mu ne tru	Me 4 gra dhe dashnore o pika ju rentë mu ne tru	Actuality	F																				
968	Pu pu pu pu cfar ligi?	Pu pu pu pu cfare ligji?	Actuality	F																				
969	Ķu te denoncojne kush do ti degjoj kush do ti mbroj, dhe kush do ti denoj.Prandaj kemi nje shoqeri negative dhe te trembur dhe frikesuar sepse s'kan mbeshtetje te policis dhe ligjit.Debat interesant sigurisht dhe gabim kur dikutohet gjithmon mbas ngjarjesh .Respekt	Ķu te denoncojne? Kush do ti degjoje, kush do ti mbroje? Dhe kush do ti denoje? Prandaj kemi nje shoqeri negative dhe te trembur dhe frikesuar sepse s'kane mbeshtetje te policise dhe ligjit. Debat interesant sigurisht dhe gabim kur dikutohet gjithmone mbas ngjarjesh .Respekt	Actuality	F																				
970	Uaaaa ku e ke gjet kete xhaket moj..	Uaaaa ku e ke gjetur kete xhakete moj..	Actuality	F																				
971	"Zoti nuk ka fe,kta bejne pislliqe ne emer te Zotit
 Ju nuk jeni besimtar ju jeni djaj"	"Zoti nuk ka fe,keta bejne pislliqe ne emer te Zotit
 Ju nuk jeni besimtar ju jeni djaj"	Actuality	T																				
972	Ngelet duke fuar prifterinj e hoxhe ne vend te ftoni mjeke, psikologe e profesionistet e vertete te fushes. Me tere ato shqetesime qe kane shiptaret, edhe ndasite fetare jane manget. Ka nje perpjekje sidomos nga Turqia per te na etiketuar muslimane. Hapni syte o shqiptare se shikoni c'po behet ne lindjen e mesme me te drejtat e grave.	Ngelet duke ftuar prifterinje e hoxhe ne vend te ftoni mjeke, psikologe e profesionistet e vertete te fushes. Me tere ato shqetesime qe kane shqiptaret, edhe ndasite fetare jane manget. Ka nje perpjekje sidomos nga Turqia per te na etiketuar muslimane. Hapni syte o shqiptare se shikoni c'po behet ne Lindjen e Mesme me te drejtat e grave.	Actuality	F																				
973	Për të gjithë ata që pretendojnë se janë muslimanë dhe ua ndalojnë njerëzve diçka që ua lejon Zoti ose u lejojnë atë çka Zoti ua ndalon dalin me automatizëm nga Islami!	Për të gjithë ata që pretendojnë se janë muslimanë dhe ua ndalojnë njerëzve diçka që ua lejon Zoti ose u lejojnë atë çka Zoti ua ndalon dalin me automatizëm nga Islami!	Actuality	F																				
974	Asgje semi kuptuar ,cfar beni po flisni te gjithe sebashku dhe asnje fjale nuk po ndegjohet,e bete Emisionin si pazar, flisni me radhe qe njerezit te kuptojne.	Asgje s'kemi kuptuar,cfare beni? Po flisni te gjithe se bashku dhe asnje fjale nuk po ndegjohet,e bete emisionin si pazar, flisni me radhe qe njerezit te kuptojne.	Actuality	F																				
975	Hahaha po ç’ne llapaj nè kètè emision?!Na qenka jo vetèm avokat politikan por edhe seksolog hahaha po e promovoni me ba gjitholog si rama?! Na e shpifèt me kètè llapaj?!👎	Hahaha po ç’ne Llapaj ne kete emision?! Na qenka jo vetem avokat, politikan, por edhe seksolog hahaha. Po e promovoni te beje gjithologun si Rama?! Na e shpifet me kete Llapaj?!👎	Actuality	F																				
976	"Cfare sulltani o Akil, ai eshte nje pervers, nje ndyrsire.
 Emagjinoni qe ka sherbyer me paciente me narkoze, e frikshme."	"Cfare sulltani o Akil, ai eshte nje pervers, nje ndyresire.
 Imagjinoni qe ka sherbyer me paciente me narkoze, e frikshme."	Actuality	T																				
977	Kur ishte Enver hogja Jo me kot i hoqi fet per kete arsye,	"Kur ishte Enver Hoxha, jo me kot i hoqi fete per kete arsye.
"	Actuality	F																				
978	prindi duhet te veproj siç veproi ai zotria ne greqi para pak ditesh qe e vrau kunatin e ti qe abuzoi me vajzen e ti qe ne moshen 9 vjeç dhe i lumte dora.edhe gjykata greke e la thiesht me arrest shtepije	Prindi duhet te veproje siç veproi ai zoteria ne Greqi para pak ditesh qe e vrau kunatin e tij qe abuzoi me vajzen e ti qe ne moshen 9 vjeç dhe i lumte dora. Edhe gjykata greke e la thjesht me arrest shtepije	Actuality	F																				
979	"Ju e keni pasur temen ""te persekutojme nje fe si Islami"" per ceshtje te ketilla. Heres tjeter dilni ne pah me qellimet tuaja qe t'u njohim sic duhet.
 Dhe, sa jeni te zote te flisni ne studio televizive bre. Kush prej jush e levizi prej vendi me i dale ne mbrojtje ndonje vajze te dhunuar edhe nga jomuslimane?! Mbaj mend ne shkolle kisha shume mesues 50 e kusur vjec ne kohen time qe vetem te ngulnin syte dhe i kisha frike e i urreja. Mezi kam pritur ta mbyll shkollen vetem shkaku i tyre. Aaa, ata nuk jane muslimane dhe si pasoje u lejohet atyre te hedhin shikimin ne vajza te vogla... plus qe ne kohen time nuk kishte zhveshje sic dalin sot bijat tona... edhe te vije e mberthyer deri ne fyt, atij tjetrit i punonte imagjinata, pastaj dhe fjalet.
 Te pakten, meqe pike morali dhe etike nuk keni si kanal ku pornografine e keni on top me emisionet tuaja te degjeneruara, kopsitini mire e mire informacionet kur t'i merrni, se sic e permendte zonjeza Zhaku qe edhe asaj do i vije vdekja (shyqyr qe e paska pranuar kete gje), cdokujt do i vije nje dite kjo ndarje nga kjo bote. Mjere per te pastaj nese i ka rene dikujt ne qafe duke u munduar t'ia nxjerre bojen lart e poshte. A do kete fryme ta gjeje e t'i kerkoje falje qe te gjeje qetesine e perjetshme pastaj. Hajt shnet."	"Ju e keni pasur temen ""te persekutojme nje fe si Islami"" per ceshtje te ketilla. Heres tjeter dilni ne pah me qellimet tuaja qe t'u njohim sic duhet.
 Dhe, sa jeni te zote te flisni ne studio televizive bre. Kush prej jush e levizi prej vendi me i dale ne mbrojtje ndonje vajze te dhunuar edhe nga jomuslimane?! Mbaj mend ne shkolle kisha shume mesues 50 e kusur vjec ne kohen time qe vetem te ngulnin syte dhe i kisha frike e i urreja. Mezi kam pritur ta mbyll shkollen vetem shkaku i tyre. Aaa, ata nuk jane muslimane dhe si pasoje u lejohet atyre te hedhin shikimin ne vajza te vogla... plus qe ne kohen time nuk kishte zhveshje sic dalin sot bijat tona... edhe te vije e mberthyer deri ne fyt, atij tjetrit i punonte imagjinata, pastaj dhe fjalet.
 Te pakten, meqe pike morali dhe etike nuk keni si kanal ku pornografine e keni on top me emisionet tuaja te degjeneruara, kopsitini mire e mire informacionet kur t'i merrni, se sic e permendte zonjeza Zhaku qe edhe asaj do i vije vdekja (shyqyr qe e paska pranuar kete gje), cdokujt do i vije nje dite kjo ndarje nga kjo bote. Mjere per te pastaj nese i ka rene dikujt ne qafe duke u munduar t'ia nxjerre bojen lart e poshte. A do kete fryme ta gjeje e t'i kerkoje falje qe te gjeje qetesine e perjetshme pastaj. Hajt shnet."	Actuality	F																				
980	Psikopat hesapi aman beni emisione per njerez te semure !	Psikopat hesapi, aman, beni emisione per njerez te semure !	Actuality	T																				
981	U zhgenjeva shume nga Adriatik Lapaj qe insiston qe nuk e njeh dosjen, a thua se kjo gje e ka penguar kur i ka leverdisur te flase per skandale te tjera.	U zhgenjeva shume nga Adriatik Lapaj qe insiston qe nuk e njeh dosjen, a thua se kjo gje e ka penguar kur i ka leverdisur te flase per skandale te tjera.	Actuality	F																				
982	Ky mjek duhët me u dënu me vdëkje	Ky mjek duhet te denohet me vdekje	Actuality	T																				
983	O njërëz nuk e Kane dit prindërit, pse është mbuluat vajza dhe ka bdryshu	O njerëz, nuk e kane ditur prindërit pse është mbuluar vajza dhe ka ndryshuar?	Actuality	F																				
984	Bastor cili Hoxhe i maqedonis e ka then me emer thuje ose ose mos rrej	Bastor, cili hoxhe i Maqedonise e ka thene, me emer thuaje ose mos genje.	Actuality	F																				
985	Femra ,femra femra,femra,femra,femra, femra,femra, Edukon djalin po se trajton femren si duhet prap fain ka FEMRA	Femra ,femra femra,femra,femra,femra, femra,femra, edukon djalin, po se trajton femren si duhet! Prape fajin e ka FEMRA!	Actuality	F																				
986	Ka ndryshuar prinderimi ne Shqiperi, se une e mbaj mend ndryshe . Imagjino nuk mund ta ndalonin vajzen 14-16 seriously?! Po kte matufin 42 smund ta ndalnin?!Zhaklina çfare grade shkencore ka?!	Ka ndryshuar prinderimi ne Shqiperi, se une e mbaj mend ndryshe . Imagjino nuk mund ta ndalonin vajzen 14-16 seriously?! Po kete matufin 42 s'mund ta ndalnin?! Zhaklina, çfare grade shkencore ka?!	Actuality	F																				
987	Fajen e ke ti Xhaklina dhe gjithe mediat qe flisni per seksin hapur, ja shtoni epshin dhe femijve me budalliqet tuaja	Fajen e ke ti Zhaklina dhe gjithe mediat qe flisni per seksin hapur, ja shtoni epshin dhe femijeve me budalliqet tuaja.	Actuality	F																				
988	Grida çi ke këto marrëzira Gridaaaa e hape emisionin gabim, gazetari informon nuk edukon popullatën	Grida ç'i ke këto marrëzira Gridaaaa, e hape emisionin gabim: gazetari informon, nuk edukon popullatën!	Actuality	F																				
989	Skandali i pedofilit jo i mjekut😡	Skandali i pedofilit, jo i mjekut😡	Actuality	F																				
990	Sa me mbuluar, aq me pislliqe ndodhin	Sa me e mbuluar, aq me pislliqe ndodhin!	Actuality	T																				
